案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2017）辽02民终8163号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,辽宁省,1000000.0,数额巨大,2017-01-15,
（2016）黔05刑初227号,走私、贩卖、运输、制造毒品,走私罪|金融诈骗罪,诈骗|走私,50.0,初中,贵州省,1000.0,,2017-01-05,
（2016）鲁0282刑初1103号,,金融诈骗罪,诈骗,,小学,地点位于即墨市,,情节严重,2017-01-24,5000.0
（2017）豫0204刑初13号,诈骗,金融诈骗罪,诈骗,,初中,河南省,960000.0,数额特别巨大,2017-01-25,100000.0
（2017）豫9001刑初2号,受贿,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税,,,河南省,130000.0,数额较大,2017-01-23,150000.0
（2016）鄂0192民初3207号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖北省武汉东湖新技术开发区,628000.0,,2017-01-18,
（2016）辽0181刑初598号,诈骗,金融诈骗罪,诈骗,,,新民市,100000.0,数额巨大,2017-01-13,50000.0
（2016）苏0623民初4211号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地江苏省,142224.0,,2017-01-11,
（2016）沪01刑终2006号,开设赌场,贪污贿赂罪,职务侵占,,,上海市,,,2017-01-10,30000.0
（2017）川0302行审11号,,危害税收征管罪,税,,,住所地四川省,134205.0,,2017-01-23,
（2017）京0106民初1284号,诉讼、仲裁、人民调解代理合同纠纷,金融诈骗罪,诈骗,,,住所地北京市,20000.0,,2017-01-22,
（2017）兵03刑更821号,走私、贩卖、运输、制造毒品,走私罪,走私,,,日出生于重庆市,,,2017-01-07,5000.0
（2016）豫1202民初4386号,租赁合同纠纷,危害税收征管罪,税,,,河南省,122100.0,,2017-01-19,
（2016）川1503民初1115号,机动车交通事故责任纠纷,危害税收征管罪,税,,专科,四川省宜宾市南溪区,1000000.0,,2017-01-20,
（2016）皖1003刑初64号,,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|挪用公款|税|职务侵占|股票|贪污|贿赂,,,安徽省黄山市黄山区,446252.0,情节严重,2017-01-03,230000.0
（2016）吉2401民初7582号,民间借贷纠纷,危害税收征管罪,税,,,吉林省,650000.0,,2017-01-19,
（2016）豫0192民初1714号,劳动争议,危害税收征管罪,税,,,住所地郑州新郑综保区,32140.0,,2017-01-23,
（2016）鲁14民终228号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,山东省德州市,600000.0,,2017-01-04,
（2016）浙0108民初5201号,劳动争议,危害税收征管罪,税,,,住所地辽宁省,19500.0,严重,2017-01-17,
（2017）沪0118民初951号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,2460000.0,,2017-01-16,
（2016）粤17民终1276号,商品房预售合同纠纷,危害税收征管罪,税,,,广东省阳江市,380000.0,,2017-01-04,
（2016）苏1322民初4673号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地沭阳县,951690.0,,2017-01-17,
（2016）新2801民初5587号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,新疆维吾尔自治区,300000.0,,2017-01-20,300000.0
（2016）豫1325刑初398号,诈骗,金融诈骗罪,诈骗,,小学,河南省,230370.0,数额巨大,2017-01-19,8000.0
（2017）皖0825执145号之二,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,3830.0,,2017-01-12,
（2016）湘31刑更295号,,破坏金融管理秩序罪,非法吸收公众存款,,,湖南省,,,2017-01-19,200000.0
（2016）京0108民初22550号,买卖合同纠纷,危害税收征管罪,税,,,北京市,1899898.0,,2017-01-18,
（2016）沪0112民初20303号,服务合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地上海市,400000.0,,2017-01-10,
（2017）鄂0607民初87号,劳务派遣合同纠纷,危害税收征管罪,税,,,襄阳市襄州区,18066.0,,2017-01-24,
（2016）苏06民终2407号,买卖合同纠纷,危害税收征管罪,税,,,住所地山东省,3200000.0,严重,2017-01-04,
（2016）湘0682刑初244号,,走私罪,走私,,初中,湖南省临湘市,30000.0,情节严重,2017-01-18,3000.0
（2017）皖1622刑初25号,,贪污贿赂罪,贪污,,,蒙城县,,严重,2017-01-04,
（2016）京0112民初45515号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地北京市,3310758.0,,2017-01-09,
（2017）川0781执295号,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地江油市,3520.0,,2017-01-26,
（2017）沪02民终203号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,114689.0,,2017-01-20,
（2016）粤1502民初551号,租赁合同纠纷,危害税收征管罪,税,,,广东省,889740.0,,2017-01-19,
（2016）辽0103民初12973号,买卖合同纠纷,危害税收征管罪,税,,,沈阳市,60000.0,,2017-01-10,
（2016）豫0191刑初759号,非法制造、出售非法制造的发票,危害税收征管罪,税,,小学,河南省,,轻微,2017-01-20,50000.0
（2017）云26民终30号,确认合同无效纠纷,妨害对公司企业的管理秩序罪,欺诈,,,云南省,100.0,,2017-01-21,
（2016）渝民申2098号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,重庆市,110000.0,,2017-01-03,
（2017）皖1702民初3522号,财会服务合同纠纷,危害税收征管罪,税,,,住所地池州市,,,2017-01-24,
（2016）粤12民终1436号,机动车交通事故责任纠纷,危害税收征管罪,税,,,广东省肇庆市,106561.0,严重,2017-01-18,
（2016）粤1881民初3563号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,广东省英德市,1000000.0,,2017-01-12,
（2016）苏1204民初16436583号,物业服务合同纠纷,危害税收征管罪,税,,,住所地泰州市,592655.0,,2017-01-11,
（2017）豫1081刑初17号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,河南省,5000.0,,2017-01-23,5000.0
（2017）湘1003执30号,,危害税收征管罪,税,,,湖南省,68271.0,,2017-01-24,
（2016）皖0826民初2740号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,安徽省,1434750.0,,2017-01-24,
（2016）湘1128刑初248号,走私、贩卖、运输、制造毒品,走私罪|危害税收征管罪,税|走私,,,湖南省,6000.0,情节严重,2017-01-24,6000.0
（2016）湘03刑初9号,受贿,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税|贪污|贿赂,,中专,湖南省,2952849.0,严重,2017-01-09,100000.0
（2016）闽0721民初2666号,房屋买卖合同纠纷,危害税收征管罪,税,,,福建省,400000.0,,2017-01-10,
（2017）辽02民终9647号,劳动争议,妨害对公司企业的管理秩序罪,欺诈,,,住所地辽宁省,72526.0,严重,2017-01-18,
（2016）晋0321民初839号,继承纠纷,危害税收征管罪,税,,,山西省,217295.0,,2017-01-22,
（2016）辽0522民初2044号,机动车交通事故责任纠纷,侵犯知识产权罪,商业秘密,,,辽宁省,500000.0,严重,2017-01-05,
（2017）豫15法赔6号,,扰乱市场秩序罪,强迫交易,,,河南省,100000.0,,2017-01-23,50000.0
（2016）津8601民初751号,财产保险合同纠纷,危害税收征管罪,税,,,住所地天津市,54995.0,,2017-01-22,
（2017）桂1421刑初34号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广西壮族自治区,900.0,情节严重,2017-01-20,4000.0
（2016）闽03民终1549号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地莆田市,632319.0,严重,2017-01-06,
（2016）沪01民终10055号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,2882772.0,,2017-01-22,
（2016）浙0226民初6340号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,374330.0,,2017-01-12,
（2016）鄂2801民初4665号,租赁合同纠纷,危害税收征管罪,税,,,湖北省恩施市,211793.0,严重,2017-01-25,
（2016）沪0115民初79872号,服务合同纠纷,金融诈骗罪,诈骗,,,住所地上海市,13600.0,,2017-01-16,
（2017）陕0303刑初字23号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,户籍地吉林省,50000.0,数额较大,2017-01-12,2000.0
（2016）最高法刑申248号,,破坏金融管理秩序罪|金融诈骗罪|危害税收征管罪|扰乱市场秩序罪,合同诈骗|税|诈骗|高利贷,,,不服辽宁省,55000000.0,数额特别巨大,2017-01-19,
（2016）皖1302刑初685号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,安徽省,480000.0,特别严重,2017-01-19,100000.0
（2017）内7102执2号,,妨害对公司企业的管理秩序罪,债券|股票,,,内蒙古自治区,146283.0,,2017-01-13,
（2016）鲁0124民初1296号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地平阴县,360660.0,,2017-01-09,
（2016）豫0191民初4305号,合同纠纷,危害税收征管罪,税,,,河南省,70500.0,,2017-01-22,
（2016）川20刑终152号,,危害税收征管罪,税,,文盲,四川省,52003.0,数额巨大,2017-01-24,7000.0
（2016）闽0121民初4688号,房屋买卖合同纠纷,危害税收征管罪,税,,,福建省,650000.0,,2017-01-20,
（2016）粤5302民初1420号,民间借贷纠纷,危害税收征管罪,税,,,云浮市,1400000.0,,2017-01-13,
（2017）冀民再63号,房屋买卖合同纠纷,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,,河北省,,,2017-01-10,
（2016）京0107民初14657号,租赁合同纠纷,危害税收征管罪,税,,,住所地北京市,21600.0,,2017-01-05,
（2016）湘0525民初1167号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,湖南省,92000.0,,2017-01-07,
（2017）皖0825执210号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-13,
（2016）冀0627刑初177号,盗窃,走私罪,走私,30.0,,河北省,827510.0,轻微,2017-01-19,100000.0
（2016）宁0122民初2115号,房屋买卖合同纠纷,危害税收征管罪,税,,初中,住所地宁夏回族自治区,380000.0,,2017-01-11,
（2016）浙0226民初6460号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,410000.0,,2017-01-17,
（2016）豫0811刑初84号,诈骗,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪|金融诈骗罪|贪污贿赂罪,行贿|诈骗|非法吸收公众存款,,初中,河南省,315130000.0,数额特别巨大,2017-01-24,500000.0
（2016）浙07刑终1416号,行贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|行贿|贪污|贿赂,,初中,浙江省,1343000.0,情节严重,2017-01-03,
（2017）渝0119刑初6号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,之后邓小波驾驶一辆四轮电动车在南川区,400.0,,2017-01-12,3000.0
（2017）桂0330执8号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,广西壮族自治区,31500.0,,2017-01-10,
（2016）湘1382执3444号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,湖南省,120000.0,,2017-01-10,
（2016）冀09民终5520号,,妨害对公司企业的管理秩序罪,欺诈,,,住所地河北省,8800.0,,2017-01-06,
（2016）赣0421刑初127号,利用影响力受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污|贿赂,,高中,江西省,2000000.0,数额巨大,2017-01-10,200000.0
（2016）辽0102民初9008号,劳动争议,妨害对公司企业的管理秩序罪,欺诈,,,住所地沈阳市,216000.0,严重,2017-01-09,
（2017）辽1204刑初1号,诈骗,金融诈骗罪,诈骗,,初中,辽宁省,21000.0,数额较大,2017-01-03,60000.0
（2016）湘1102民初2940号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖南省永州市零陵区,32900000.0,严重,2017-01-19,
（2016）京行终5268号,,侵犯知识产权罪,知识产权,,,住所地上海市,,,2017-01-11,
（2016）陕01民终9803号,租赁合同纠纷,破坏金融管理秩序罪,非法集资,,,陕西省,250000.0,数额巨大,2017-01-09,
（2016）辽0102民初6933号,买卖合同纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税|著作权,,,住所地沈阳市,2600000.0,,2017-01-22,
（2016）湘0922民初2225号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,住所地桃江县,500000.0,严重,2017-01-04,
（2017）吉0802刑初8号,走私、贩卖、运输、制造毒品,走私罪,走私,,,吉林省,340.0,,2017-01-11,
（2016）鄂0103民初8905号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,住所地上海市,25.0,,2017-01-19,
（2017）浙0602民初266号,信用卡纠纷,金融诈骗罪,诈骗,,,浙江省绍兴市越城区,10000.0,数额较大,2017-01-17,
（2017）闽0602刑初23号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,福建省,400.0,情节严重,2017-01-11,2000.0
（2016）赣0731刑初174号,诈骗,金融诈骗罪,诈骗,,高中,江西省,8000000.0,数额特别巨大,2017-01-25,30000.0
（2016）苏0281刑初2426号,销售假冒注册商标的商品,侵犯知识产权罪|扰乱市场秩序罪,假冒注册商标|知识产权|非法经营,38.0,小学,江苏省,30000.0,特别严重,2017-01-10,30000.0
（2016）辽02民终6625号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地大连市,500000.0,,2017-01-10,
（2017）闽0211行审8号,,危害税收征管罪,税,,,住所地厦门市,,,2017-01-19,
（2016）湘0203刑初426号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,户籍地湖南省,200.0,情节严重,2017-01-09,10000.0
（2017）湘1128刑初4号,危险驾驶,危害税收征管罪,税,,,湖南省,4000.0,特别严重,2017-01-20,4000.0
（2016）豫1523民初1061号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住址新县,120000.0,,2017-01-09,
（2016）赣0429刑初102号,交通肇事,金融诈骗罪,诈骗,70.0,小学,江西省,2000.0,严重,2017-01-04,
（2016）湘01民终4153号,侵权责任纠纷,金融诈骗罪,诈骗,,,湖南省,1400000.0,严重,2017-01-10,100000.0
（2016）湘1021民初1485号,排除妨害纠纷,侵犯知识产权罪,著作权,,,湖南省,138000.0,,2017-01-22,
（2016）浙0702刑初266号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,金华市,500.0,情节严重,2017-01-22,20000.0
（2017）桂0902刑初64号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,广西壮族自治区,100.0,,2017-01-20,3000.0
（2017）内05刑终5号,,金融诈骗罪,诈骗,,初中,内蒙古自治区,,,2017-01-12,20000.0
（2016）最高法行赔申361号,,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,北京市,2349856.0,,2017-01-11,
（2016）黑07刑申13号,,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,,黑龙江省,,,2017-01-11,
（2016）辽0102民初3144号,房屋租赁合同纠纷,危害税收征管罪,税,,,住所地沈阳市,19000000.0,严重,2017-01-19,
（2016）鲁09民初355号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,山东省泰安市,2300.0,,2017-01-10,
（2017）辽05刑终7号,走私、贩卖、运输、制造毒品,走私罪,走私,,,辽宁省,8000.0,,2017-01-10,2000.0
（2016）鄂0107民初978号,买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地武汉市,6480621.0,,2017-01-17,
（2016）浙0481民初6281号,买卖合同纠纷,危害税收征管罪,税,,,浙江省海宁市,362809.0,,2017-01-16,
（2016）京0102民初33558号,机动车交通事故责任纠纷,危害税收征管罪,税,,,北京市,5175.0,,2017-01-03,
（2017）吉06刑辖1号,走私、贩卖、运输、制造毒品,走私罪,走私,,,吉林省,,,2017-01-04,
（2017）赣0902执158号,,妨害对公司企业的管理秩序罪,股票,,,江西省宜春市袁州区,,,2017-01-05,
（2017）川0504刑初4号,盗窃,金融诈骗罪|侵犯财产罪|贪污贿赂罪,敲诈勒索|职务侵占|诈骗,,小学,四川省,2440.0,数额较大,2017-01-12,3000.0
（2016）豫0811民初2292号,买卖合同纠纷,危害税收征管罪,税,,,河南省焦作市山阳区,4297463.0,严重,2017-01-24,
（2016）桂06民终658号,商品房销售合同纠纷,危害税收征管罪,税,,,住所地广西东兴市,551920.0,严重,2017-01-22,
（2017）皖1024执15号,,妨害对公司企业的管理秩序罪,债券|股票,,初中,安徽省,650.0,,2017-01-07,
（2017）浙0782刑初286号,诈骗,金融诈骗罪,诈骗,,,浙江省,10000.0,数额较大,2017-01-24,20000.0
（2016）京0101民初12348号,装饰装修合同纠纷,危害税收征管罪,税,,,住所地本市,1046644.0,,2017-01-24,
（2016）粤01民终8106号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地河南省,744000.0,严重,2017-01-23,
（2016）湘01民初2024号,侵害作品信息网络传播权纠纷,侵犯知识产权罪,著作权,,,住所地湖南省,50000.0,,2017-01-12,
（2017）浙0602民初65号,信用卡纠纷,金融诈骗罪,诈骗,,,浙江省绍兴市越城区,10000.0,数额较大,2017-01-09,
（2016）湘1224刑初336号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,湖南省,480.0,情节严重,2017-01-09,3000.0
（2016）赣0103民初2961号,劳动争议,危害税收征管罪,税,,,江西省南昌市西湖区,40000.0,严重,2017-01-24,
（2016）藏0303刑初27号,走私、贩卖、运输、制造毒品,走私罪,走私,,,西藏昌都市,,,2017-01-10,
（2016）川07民初165号,建设工程施工合同纠纷,危害税收征管罪,税,,,四川省绵阳市,52050000.0,,2017-01-10,
（2016）赣0722民初1407号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,江西省信丰县,500000.0,严重,2017-01-21,
（2017）苏0582民初727号,买卖合同纠纷,危害税收征管罪,税,,,住所地张家港保税区,58000.0,,2017-01-12,
（2016）京0106民初7688号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,1215000.0,,2017-01-15,
（2016）鄂0116民初4492号,,危害税收征管罪,税,,,湖北省武汉市黄陂区,345600.0,,2017-01-09,
（2016）浙0802民初5171号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,浙江省衢州市柯城区,7000000.0,,2017-01-03,
（2016）苏1181民初199号,股权转让纠纷,危害税收征管罪,税,,,住所地丹阳市,780000.0,,2017-01-09,
（2016）湘0922民初2067号,机动车交通事故责任纠纷,侵犯知识产权罪,著作权,,,住所地长沙市,1000000.0,严重,2017-01-05,
（2016）苏0582民初12942号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,1650000.0,,2017-01-10,
（2016）鄂1303刑初23号,集资诈骗,破坏金融管理秩序罪|金融诈骗罪,诈骗|非法吸收公众存款|非法集资,,本科,湖北省,220471137.0,数额巨大,2017-01-20,200000.0
（2016）鄂9004民初3411号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地仙桃市,500000.0,,2017-01-10,
（2016）冀0406民初1088号,买卖合同纠纷,危害税收征管罪,税,,,住所地峰峰矿区,82848.0,严重,2017-01-20,
（2016）陕01民终9010号,机动车交通事故责任纠纷,危害税收征管罪,税,,,陕西省西安市,82989.0,,2017-01-01,
（2016）浙0110民初12194号,侵害商标权纠纷,侵犯知识产权罪,知识产权,,,杭州市余杭区,60000.0,严重,2017-01-19,
（2016）辽1403执386号,,金融诈骗罪,诈骗,,,葫芦岛市,,,2017-01-04,
（2016）豫9001刑初359号,挪用资金,贪污贿赂罪,挪用资金,,,河南省,199724.0,数额较大,2017-01-12,
（2016）云0629刑初114号,非法经营,扰乱市场秩序罪,非法经营,,小学,云南省威信县,847032.0,情节严重,2017-01-04,50000.0
（2017）陕0115刑初23号,诈骗,金融诈骗罪,诈骗,,初中,西安市,22200.0,数额较大,2017-01-12,5000.0
（2016）鄂0202刑初212号,盗窃,危害税收征管罪,税,,,湖北省,6467.0,数额较大,2017-01-03,2000.0
（2016）湘0408民初506号,买卖合同纠纷,危害税收征管罪,税,,,湖南省衡阳市蒸湘区,1160000.0,,2017-01-11,
（2017）苏0682民初295号,,危害税收征管罪,税,,,江苏省如皋市,1579997.0,严重,2017-01-04,
（2016）豫0103民初7951号,机动车交通事故责任纠纷,危害税收征管罪,税,,,郑州市,200000.0,严重,2017-01-24,
（2013）花执字第00005号之六,,妨害对公司企业的管理秩序罪,债券|股票,,,马鞍山市,495453.0,,2017-01-09,
（2016）粤5302民初1101号,买卖合同纠纷,危害税收征管罪,税,,,云浮市云城区,141000.0,严重,2017-01-03,
（2016）赣04民初164号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地位于江西省,25601561.0,,2017-01-19,
（2016）湘0802民初2931号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,湖南省,200000.0,,2017-01-17,
（2016）豫1423民初2007号,委托合同纠纷,危害税收征管罪,税,,,住所地宁陵县,861684.0,,2017-01-25,
（2016）鲁1102刑初466号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,山东省,68100.0,特别严重,2017-01-11,20000.0
（2016）湘0203刑初430号,诈骗,金融诈骗罪,诈骗,,初中,湖南省,6371.0,特别严重,2017-01-16,10000.0
（2016）苏0591民初9074号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地苏州工业园区,1000000.0,严重,2017-01-10,
（2016）浙0784刑初1684号,诈骗,金融诈骗罪,诈骗,,小学,浙江省,40000.0,数额较大,2017-01-17,15000.0
（2016）川0104民初7112号,民间借贷纠纷,危害税收征管罪,税,,,成都市,,,2017-01-17,
（2016）冀11民终2266号,机动车交通事故责任纠纷,危害税收征管罪,税,,,河北省,500000.0,,2017-01-13,
（2017）鄂01民终265号,民间借贷纠纷,破坏金融管理秩序罪,非法吸收公众存款|非法集资,,,住所地武汉市,150000.0,,2017-01-23,
（2016）渝0105民初16923号,买卖合同纠纷,危害税收征管罪,税,,,住所地重庆市,961690.0,,2017-01-23,
（2017）赣01刑更340号,贪污,贪污贿赂罪,贪污,,,江西省,50000.0,,2017-01-25,
（2016）粤17民终1279号,商品房预售合同纠纷,危害税收征管罪,税,,,广东省阳江市,617795.0,,2017-01-04,
（2016）辽0102民初8474号,劳动争议,妨害对公司企业的管理秩序罪,欺诈,,,住所地沈阳市,163500.0,严重,2017-01-09,
（2016）豫0183民初4549号,不当得利纠纷,危害税收征管罪,税,,,住所地河南省,100000.0,数额巨大,2017-01-22,
（2016）桂01民终3442号,商品房预约合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,广西壮族自治区,958691.0,,2017-01-16,
（2016）豫1521民初1444号,机动车交通事故责任纠纷,危害税收征管罪,税,,小学,河南省,225050.0,,2017-01-04,
（2016）辽民申4140号,商品房销售合同纠纷,危害税收征管罪,税,,,辽宁省,,,2017-01-13,
（2017）桂0802刑初2号,生产、销售有毒、有害食品,危害税收征管罪,税,,,户籍地贵港市,1458.0,严重,2017-01-22,10000.0
（2016）鄂0502民初833号,买卖合同纠纷,危害税收征管罪,税,,,住所地宜昌市,557265.0,,2017-01-06,
（2017）粤0305刑初17号,诈骗,金融诈骗罪,诈骗,,,广东省,,,2017-01-10,1000.0
（2016）晋0106民初85号,提供劳务者受害责任纠纷,危害税收征管罪,税,,,山西省,173809.0,,2017-01-19,
（2016）宁0381民初1828号,土地承包经营权纠纷,危害税收征管罪,税,,初中,宁夏回族自治区,20000.0,,2017-01-03,
（2016）晋0110刑初193号,,贪污贿赂罪,贪污,,小学,山西省太原市晋源区,112592.0,轻微,2017-01-17,100000.0
（2016）黔0115民初2762号,法定继承纠纷,危害税收征管罪,税,,,贵州省,246867.0,,2017-01-25,
（2017）赣01刑更3号,非国家工作人员受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,江西省,,,2017-01-25,
（2016）湘1125民初323号,生命权、健康权、身体权纠纷,危害税收征管罪,税,58.0,,湖南省江永县,38543.0,严重,2017-01-22,200.0
（2016）川20刑终122号,,金融诈骗罪,诈骗,,小学,四川省资阳市,2200.0,,2017-01-22,8000.0
（2016）桂0321行初24号,,危害税收征管罪,税,,,住所地广西阳朔县,7000000.0,,2017-01-20,
（2017）皖0825执55号,,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,2000.0,,2017-01-10,
（2016）粤0606刑初4141号,信用卡诈骗,金融诈骗罪,诈骗,,小学,户籍地贵州省,21900.0,特别严重,2017-01-12,20000.0
（2017）吉0521刑初23号,诈骗,金融诈骗罪,诈骗,,初中,吉林省,17391.0,轻微,2017-01-10,
（2016）湘03刑终301号,受贿,妨害对公司企业的管理秩序罪|危害税收征管罪|贪污贿赂罪,受贿|税|贪污|贿赂,,,湖南省湘潭市,418400.0,严重,2017-01-20,200000.0
（2012）泊民初第257号,租赁合同纠纷,金融诈骗罪|危害税收征管罪,税|诈骗,,,河北省泊头市,374358.0,,2017-01-16,
（2017）辽02民终9218号,民间借贷纠纷,危害税收征管罪|贪污贿赂罪,税|职务侵占,,,住所地大连市,1034250.0,严重,2017-01-30,
（2017）川0302行审12号,,危害税收征管罪,税,,,住所地四川省,1489605.0,,2017-01-23,
（2017）浙0602执异2号,,危害税收征管罪,税,,,浙江省绍兴市越城区,1370000.0,,2017-01-19,
（2016）渝05民终7002号,劳动争议,危害税收征管罪,税,,,住所地重庆市,110000.0,,2017-01-04,
（2017）川0302行审4号,,危害税收征管罪,税,,,住所地四川省,257856.0,,2017-01-23,
（2016）粤0882民初848号,租赁合同纠纷,危害税收征管罪,税,,,广东省雷州市,4934673.0,,2017-01-04,
（2016）粤0604民初11966号,劳动争议,危害税收征管罪,税,,,住所广东省,100000.0,,2017-01-10,
（2017）京0102民初1780号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,住所地浙江省,50.0,,2017-01-24,
（2016）辽0204民初3706号,,危害税收征管罪,税,,,住所地北京市,1541064.0,,2017-01-03,
（2016）苏01行初5号,,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地南京市,8081168.0,,2017-01-03,
（2016）豫0523执489-2号,,破坏金融管理秩序罪,非法吸收公众存款,,,河南省,42200.0,,2017-01-04,
（2017）粤0825刑初3号,盗窃,破坏金融管理秩序罪,外汇,,小学,广东省徐闻县,6104.0,特别严重,2017-01-11,1000.0
（2016）沪0115民初59148号,房屋租赁合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地上海市,3799494.0,,2017-01-10,
（2016）苏01民终8664号,租赁合同纠纷,危害税收征管罪,税,,,住所地在南京市,40580000.0,严重,2017-01-12,
（2016）赣0202民初第550号,侵权责任纠纷,危害税收征管罪,税,,,景德镇,92509.0,,2017-01-10,
（2017）沪02民终127号,房屋买卖合同纠纷,危害税收征管罪,税,,,上海市,840000.0,,2017-01-10,
（2016）湘0503民初746号,民间借贷纠纷,危害税收征管罪,税,,,湖南省邵阳市大祥区,9439483.0,,2017-01-18,
（2016）桂1002民初2130号,租赁合同纠纷,危害税收征管罪,税,,,住址广西北流市,1880502.0,,2017-01-09,
（2016）浙0723民初01505号,案外人执行异议之诉,危害税收征管罪,税,,,浙江省武义县,34510000.0,,2017-01-20,
（2017）川0623民初14号,机动车交通事故责任纠纷,危害税收征管罪,税,,,四川省,1000000.0,,2017-01-19,
（2016）沪0115民初69339号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,户籍地上海市,300000.0,,2017-01-03,
（2016）粤1224民初1499号,共有物分割纠纷,妨害对公司企业的管理秩序罪,股票,,,广东省,1200000.0,,2017-01-09,
（2016）陕民终694号,特许经营合同纠纷,侵犯知识产权罪,知识产权,,,陕西省,500000.0,,2017-01-16,
（2016）津0104民初12701号,凭样品买卖合同纠纷,危害税收征管罪,税,,,住所地天津自贸实验区,50.0,,2017-01-20,
（2016）吉0621刑初127号,交通肇事,危害税收征管罪,税,,初中,吉林省抚松县,546261.0,,2017-01-03,2000.0
（2016）鄂0105民初1493号,买卖合同纠纷,危害税收征管罪,税,,,湖北省武汉市汉阳区,3160000.0,,2017-01-25,
（2016）京0105民初61247号,劳动争议,妨害对公司企业的管理秩序罪,欺诈,,,住所地北京市,20000.0,严重,2017-01-24,
