案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2018）浙01民初471号,证券虚假陈述责任纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,税|股票,,,浙江省杭州市,3059900000.0,严重,2019-01-16,
（2019）云0581刑初13号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省,3000.0,,2019-01-16,3000.0
（2019）湘07刑更203号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,湖南省,3000.0,,2019-01-16,3000.0
（2019）鲁08民终183号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地济宁市,20000.0,,2019-01-29,
（2018）鲁0181民初2219号,借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地山东省,150000.0,,2019-01-02,
（2019）皖0705执143号,买卖合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,110000.0,,2019-01-11,
（2019）甘1202行审35号,其他行政行为,危害税收征管罪,税,,,甘肃省,10007.0,,2019-01-21,5000.0
（2018）鲁1726行初41号,其他（城建）,危害税收征管罪,税,,,住所地鄄城县,50.0,严重,2019-01-28,
（2018）浙1002行初106号,行政监督,侵犯知识产权罪,商业秘密,,,住所地台州市,50.0,,2019-01-07,
（2018）鲁0902民初5356号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地泰安市,1057648.0,,2019-01-17,
（2018）黔2725民初3918号,买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地贵州省,685256.0,,2019-01-21,
（2019）鄂0104刑初32号,诈骗,金融诈骗罪,诈骗,,初中,湖北省,5000.0,数额较大,2019-01-21,3000.0
（2018）粤1624民初1041号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,中学,广东省,250000.0,,2019-01-07,
（2019）黔0303刑初7号,非法经营,扰乱市场秩序罪,非法经营,,,贵州省,33915.0,,2019-01-07,10000.0
（2018）沪0104民初26721号,确认合同无效纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地上海市,233450.0,,2019-01-25,
（2019）渝04民初638号,侵害作品放映权纠纷,侵犯知识产权罪,著作权,,,住所地上海市,2000.0,,2019-01-21,
（2019）浙0122执371号,民间借贷纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,浙江省,735000.0,,2019-01-31,
（2018）桂0102民初4182号,买卖合同纠纷,危害税收征管罪,税,,,广西壮族自治区南宁市兴宁区,124800.0,严重,2019-01-04,
（2018）琼01民终3980号,建设工程合同纠纷,危害税收征管罪,税,,,海南省海口市,93982158.0,严重,2019-01-25,
（2018）桂0821民初3547号,金融借款合同纠纷,危害税收征管罪,税,,,住所地广西平南县,1800000.0,严重,2019-01-30,
（2018）浙03民终5484号,挂靠经营合同纠纷,危害税收征管罪,税,,,浙江省温州市,20000.0,严重,2019-01-15,
（2018）鄂06民终2302号,建设工程施工合同纠纷,危害税收征管罪,税,,,湖北省襄阳市,182832419.0,,2019-01-22,
（2019）闽03刑更89号,诈骗,金融诈骗罪,诈骗,,初中,福建省,500.0,,2019-01-31,500.0
（2019）琼02刑更183号,走私、贩卖、运输、制造毒品,走私罪|金融诈骗罪,诈骗|走私,,初中,海南省,5000.0,,2019-01-18,5000.0
（2019）闽05民终301号,机动车交通事故责任纠纷,危害税收征管罪,税,24.0,,住所地福建省,1090762.0,严重,2019-01-25,
（2019）甘01刑更304号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,甘肃省,,,2019-01-25,
（2018）渝0151民初6623号,合同纠纷,危害税收征管罪,税,,,住所地重庆市,550000.0,,2019-01-08,
（2019）苏0281刑初145号,诈骗,金融诈骗罪,诈骗,,初中,江苏省,3727.0,特别严重,2019-01-31,2000.0
（2019）吉01刑更379号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,吉林省,2000.0,严重,2019-01-29,
（2019）兵03刑更95号,走私、贩卖、运输、制造毒品,走私罪,走私,,,日出生于云南省,,,2019-01-24,
（2018）豫0105民初30251号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地郑州市,45933.0,,2019-01-29,
（2019）渝0108民初119号,金融借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地重庆市,81339.0,,2019-01-28,
（2018）鄂0103行初293号,食品药品安全行政管理（食品、药品）,危害税收征管罪,税,,,住址武汉市,,,2019-01-23,
（2018）浙0602民初9622号,民间借贷纠纷,危害税收征管罪,税,,,浙江省,800000.0,,2019-01-24,
（2018）沪0107执4529号,民间借贷纠纷,妨害对公司企业的管理秩序罪,股票,,,户籍地上海市,120000.0,,2019-01-22,
（2016）渝0106民初2175号,买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,专科,住所地重庆市,182200.0,严重,2019-01-18,
（2018）沪0115民初61772号,离婚后财产纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,户籍地上海市,706154.0,,2019-01-14,
（2018）沪0115执25025号,,妨害对公司企业的管理秩序罪,股票,,,住所地湖北省,120773.0,,2019-01-31,
（2019）云29刑更78号,诈骗,金融诈骗罪,诈骗,,小学,云南省,170000.0,,2019-01-15,170000.0
（2018）渝0120民初8363号,建设工程合同纠纷,危害税收征管罪,税,,,住所地重庆市,264000.0,,2019-01-28,
（2019）冀02刑更329号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,河北省,200000.0,,2019-01-30,200000.0
（2018）浙03民终5544号,买卖合同纠纷,危害税收征管罪,税,,,浙江省,2648844.0,,2019-01-14,
（2019）粤18刑更310号,走私、贩卖、运输、制造毒品；非法持有、私藏枪支、弹药,走私罪,走私,,大专,广东省,,,2019-01-24,
（2018）苏05民终7351号,加工合同纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,住所地苏州高新区,815650.0,严重,2019-01-15,
（2018）鄂06民终4206号,合伙协议纠纷,破坏金融管理秩序罪,高利贷,,,湖北省襄阳市,1300000.0,,2019-01-18,
（2019）粤1972刑初1753号,诈骗,金融诈骗罪,诈骗,,初中,东莞市,7336.0,特别严重,2019-01-21,4000.0
（2019）赣01刑更593号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,20000.0,,2019-01-30,
（2019）川01刑更777号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,四川省,10000.0,,2019-01-21,10000.0
（2018）湘0203民初1773号,民间借贷纠纷,危害税收征管罪,税,,,湖南省,20000.0,,2019-01-28,
（2018）粤0310民初449号,买卖合同纠纷,危害税收征管罪,税,,,住所地广东省,37798146.0,,2019-01-07,
（2018）辽0105民初7537号,挂靠经营合同纠纷,危害税收征管罪,税,,,住所地沈阳市,22013.0,,2019-01-04,
（2019）晋09刑辖2号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,案发地忻府区,,,2019-01-21,
（2019）黑01刑更48号,信用卡诈骗,金融诈骗罪,诈骗,,初中,黑龙江省,100000.0,,2019-01-25,100000.0
（2018）粤0307民初15599号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,265000.0,,2019-01-08,
（2019）皖0124执38号之三,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,510827.0,,2019-01-10,
（2019）皖0603执195号,建设工程合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地濉溪县,,,2019-01-28,
（2019）辽13刑更541号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,辽宁省,,,2019-01-22,
（2019）皖1124刑初1号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,安徽省,650.0,情节严重,2019-01-18,2000.0
（2018）鲁0102民初8225号,不当得利纠纷,危害税收征管罪,税,,,住所地济南市,28764.0,,2019-01-19,
（2018）渝0110民初10885号,民间借贷纠纷,危害税收征管罪,税,,,重庆市,375500.0,,2019-01-24,
（2018）浙01民终9542号,承揽合同纠纷,危害税收征管罪,税,,,浙江省,553741.0,,2019-01-21,
（2019）沪02刑更46号,走私、贩卖、运输、制造毒品,走私罪,走私,,,上海市,,,2019-01-30,20000.0
（2018）浙0402民初7876号,金融借款合同纠纷,危害税收征管罪,税,,,浙江省嘉兴市南湖区,68900.0,,2019-01-23,
（2019）浙刑更49号,走私、贩卖、运输、制造毒品,走私罪,走私,,,浙江省,,,2019-01-28,
（2018）川07执异171号,其他案由,危害税收征管罪,税,,,四川省绵阳市,50000000.0,严重,2019-01-15,
（2019）皖1024刑初11号,滥伐林木,危害税收征管罪,税,,文盲,安徽省,14000.0,,2019-01-24,14000.0
（2019）鲁04刑更95号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,山东省,50000.0,,2019-01-30,
（2019）浙08刑更354号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,10000.0,,2019-01-29,10000.0
（2019）粤13刑更96号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广东省,2000.0,,2019-01-25,2000.0
（2018）陕0113民初18694号,合同纠纷,危害税收征管罪,税,,,西安市雁塔区,1044866.0,,2019-01-16,
（2018）湘1024民初1347号,劳动争议,危害税收征管罪,税,,,湖南省嘉禾县,1513171.0,严重,2019-01-18,
（2019）皖0722执297号之一,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,3204.0,,2019-01-23,
（2019）皖12民申2号,民间借贷纠纷,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,安徽省,200000.0,,2019-01-30,
（2019）渝02刑更21号,其他刑事犯,危害税收征管罪,税,,,重庆市,6000.0,,2019-01-28,6000.0
（2019）浙08刑更713号,走私、贩卖、运输、制造毒品,走私罪,走私,,大专,浙江省,,,2019-01-29,
（2018）浙07民终5773号,房屋买卖合同纠纷,危害税收征管罪,税,,,浙江省,10000000.0,严重,2019-01-11,
（2018）苏1324执5532号,民间借贷纠纷,危害税收征管罪,税,,,江苏省,35000.0,,2019-01-24,
（2018）渝0151民初第5276号,借款合同纠纷,危害税收征管罪,税,,,住所地重庆市,150000.0,,2019-01-22,
（2018）桂0881民初2459号,信用卡纠纷,危害税收征管罪,税,,,广西壮族自治区桂平市,16093.0,严重,2019-01-24,
（2019）浙08刑更785号,走私、贩卖、运输、制造毒品,走私罪,走私,,大专,浙江省,10000.0,,2019-01-29,10000.0
（2019）川1304执83号,婚姻家庭纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,四川省,24662.0,,2019-01-15,
（2017）甘0103民初496号,买卖合同纠纷,危害税收征管罪,税,,,住所地甘肃省,3000000.0,,2019-01-29,
（2019）辽0204执恢65号,,妨害对公司企业的管理秩序罪,债券|股票,,,大连市,16385.0,,2019-01-09,
（2018）苏0213执4591号之三,民间借贷纠纷,妨害对公司企业的管理秩序罪,股票,,,江苏省,14024.0,,2019-01-25,
（2019）鲁0705刑初4号,保险诈骗,金融诈骗罪,诈骗,,,山东省,330000.0,数额较大,2019-01-29,10000.0
（2019）豫17刑更25号,诈骗,金融诈骗罪,诈骗,,初中,河南省,130000.0,,2019-01-28,20000.0
（2018）粤0307民初15581号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,11760.0,,2019-01-08,
（2019）皖1103执148号,合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,10075.0,,2019-01-18,
（2018）京民终558号,侵害商标权纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税|著作权,,,住所地江苏省,100000.0,情节严重,2019-01-11,
（2018）鲁0785民初5151号,排除妨害纠纷,危害税收征管罪,税,,,山东省,305693.0,,2019-01-03,
（2019）黔05民终15号,追索劳动报酬纠纷,妨害对公司企业的管理秩序罪|金融诈骗罪|扰乱市场秩序罪|贪污贿赂罪,受贿|合同诈骗|诈骗,,,贵州省,930000.0,,2019-01-11,
（2018）赣0802民初2981号,建设工程施工合同纠纷,危害税收征管罪,税,,,江西省吉安市吉州区,10926384.0,,2019-01-11,
（2019）云03刑更1281号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,云南省,30000.0,,2019-01-25,
（2018）粤0103民初6579号,侵害商标权纠纷,侵犯知识产权罪,知识产权,,,住所地北京市,10000.0,,2019-01-03,
（2018）内2224民初1394号,排除妨害纠纷,危害税收征管罪|侵犯知识产权罪,税|著作权,,,内蒙古自治区,200.0,,2019-01-07,
（2019）赣09刑更218号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,江西省,15000.0,,2019-01-24,15000.0
（2019）渝03刑更101号,诈骗,金融诈骗罪,诈骗,,大专,重庆市,35800.0,,2019-01-15,10000.0
（2018）粤0306民初22450号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,住所地北京市,550.0,,2019-01-07,
（2019）云2926刑初2号,非法经营,扰乱市场秩序罪,非法经营,,小学,云南省,98717.0,情节严重,2019-01-21,15000.0
（2019）沪02刑终182号,诈骗,金融诈骗罪,诈骗,,,上海市,,,2019-01-30,3000.0
（2018）川0116民初12039号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地成都市,477856.0,,2019-01-18,
（2018）闽0602民初487号,合同纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,中学,住所地福建省,140000.0,严重,2019-01-23,
（2019）沪02执41号,,妨害对公司企业的管理秩序罪,债券|股票,,,上海市,277374.0,,2019-01-16,
（2018）皖1802民初5757号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地安徽省,29658.0,严重,2019-01-02,
（2019）鲁0785执异3号,金融借款合同纠纷,危害税收征管罪,税,,,山东省,,,2019-01-21,
（2018）浙0523刑初467号,生产、销售伪劣产品,侵犯知识产权罪|扰乱市场秩序罪,假冒注册商标|非法经营,,小学,浙江省,20000.0,情节严重,2019-01-10,255000.0
（2019）苏01刑更907号,虚假出资、抽逃出资,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪,虚假出资|非法吸收公众存款,,高中,南京市,,,2019-01-25,600000.0
（2019）粤0303民初487号,买卖合同纠纷,危害税收征管罪,税,,,住所地北京市,3000000.0,,2019-01-28,
（2019）闽09刑更16号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,小学,福建省,275346.0,,2019-01-25,70000.0
（2019）吉24刑更17号,诈骗,金融诈骗罪,诈骗,,专科,吉林省,500000.0,,2019-01-31,500000.0
（2019）云刑终33号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,云南省,30000.0,,2019-01-25,
（2019）豫07刑更0072号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,大专,河南省,20070000.0,,2019-01-24,150000.0
（2019）皖0124执229号之一,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,户籍地安徽省,184434.0,,2019-01-21,
（2018）沪0109民初33682号,金融借款合同纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,自由贸易试验区,860000.0,,2019-01-15,
（2018）湘04刑终510号,敲诈勒索,侵犯财产罪,敲诈勒索,,高中,文书内容湖南省,2000000.0,数额特别巨大,2019-01-23,200000.0
（2018）豫0223民初5322号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,河南省尉氏县,500000.0,严重,2019-01-29,
（2019）赣09刑更2号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,江西省,20000.0,,2019-01-24,20000.0
（2019）川34刑更79号,走私、贩卖、运输、制造毒品,走私罪,走私,,文盲,四川省,,,2019-01-22,
（2019）桂0923刑初22号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广西壮族自治区,200.0,情节严重,2019-01-08,3000.0
（2018）鲁0104民初5461号,劳动争议,危害税收征管罪,税,,,住所地济南市,3255.0,严重,2019-01-28,
（2019）晋0581刑初29号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,山西省,20000.0,,2019-01-28,4000.0
（2019）内0783刑初6号,诈骗,金融诈骗罪,诈骗,,初中,住所内蒙古自治区,25000.0,特别严重,2019-01-17,10000.0
（2018）鲁06刑终585号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,山东省,1200.0,,2019-01-18,40000.0
（2019）辽0311执异5号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地濮阳市,7810417.0,,2019-01-31,
（2019）云民终18号,申请执行人执行异议之诉,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,云南省,99940000.0,,2019-01-28,
（2018）冀1127民初2807号,买卖合同纠纷,危害税收征管罪,税,,,河北省景县,26874260.0,,2019-01-10,
（2018）浙0603民初10808号,房屋买卖合同纠纷,危害税收征管罪,税,,,浙江省,303243.0,,2019-01-09,
（2018）粤03执2004号之一,罚金,妨害对公司企业的管理秩序罪,股票,,,广东省深圳市,6000.0,,2019-01-14,
（2018）辽0522民初2206号,排除妨害纠纷,危害税收征管罪,税,,,住所地桓仁满族自治县,22000000.0,,2019-01-28,
（2019）吉01刑更1090号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,吉林省,5000.0,,2019-01-29,5000.0
（2018）闽0102民初9665号,房屋买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税|逃税,,,住所地福州市,796000.0,,2019-01-11,
（2019）川15刑更42号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,,,2019-01-25,
（2018）粤0307民初15626号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,245000.0,,2019-01-08,
（2018）鄂0112民初4153号,民间借贷纠纷,破坏金融管理秩序罪,外汇,,,湖北省,1800000.0,,2019-01-08,
（2019）皖0722执61号,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,51183.0,,2019-01-09,
（2018）鲁0811刑初1373号,非国家工作人员受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污|贿赂,,初中,山东省,462506.0,数额较大,2019-01-22,
（2019）川14刑更155号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,,,2019-01-22,10000.0
（2018）苏0206民初6939号,买卖合同纠纷,危害税收征管罪,税,,,住所地无锡市,151200.0,,2019-01-18,
（2018）粤0606刑初3850号,非法持有毒品；走私、贩卖、运输、制造毒品,走私罪,走私,,初中,户籍地四川省,500.0,情节严重,2019-01-16,90000.0
（2019）豫0191刑初33号,诈骗,金融诈骗罪,诈骗,,高中,户籍地四川省,12000.0,,2019-01-28,4000.0
（2019）粤13刑更88号,非法经营,扰乱市场秩序罪,非法经营,,初中,广东省,20000.0,,2019-01-25,20000.0
（2018）桂08行终106号,行政处罚,侵犯知识产权罪,商业秘密,,,广西壮族自治区贵港市,8900000.0,严重,2019-01-14,
（2019）甘01刑更370号,诈骗,金融诈骗罪,诈骗,,小学,甘肃省,528780.0,,2019-01-25,60000.0
（2018）粤0307民初15657号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,345200.0,,2019-01-08,
（2019）浙08刑更312号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,浙江省,20000.0,,2019-01-29,
（2018）冀0403民初490号,保证合同纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,河北省,850000.0,,2019-01-14,
（2018）川1425执403号,劳动争议,妨害对公司企业的管理秩序罪,股票,,,住所地四川省,12099.0,,2019-01-29,
（2018）黔2732民初759号,机动车交通事故责任纠纷,危害税收征管罪,税,,,贵州省三都水族自治县,2000000.0,严重,2019-01-21,
（2019）皖0124执227号之三,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,95848.0,,2019-01-21,
（2018）粤0307民初11875号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,621200.0,,2019-01-08,
（2019）粤13刑更43号,走私、贩卖、运输、制造毒品,生产销售伪劣商品罪|走私罪,假药|走私,,初中,广东省,200000.0,,2019-01-25,200000.0
（2019）川01执35号,罚金,走私罪,走私,,,四川省,,,2019-01-18,30000.0
（2018）苏0706民初5316号,房屋买卖合同纠纷,危害税收征管罪,税,,,江苏省,740000.0,,2019-01-07,
（2018）粤0307执16860号,买卖合同纠纷,危害税收征管罪,税,,,住所地广东省,4055951.0,,2019-01-08,
（2019）云33刑终13号,诈骗,金融诈骗罪,诈骗,,文盲,云南省,15421.0,数额较大,2019-01-28,15000.0
（2019）皖0722执404号,借款合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,76953.0,,2019-01-29,
（2019）豫15刑更313号,盗窃；非法拘禁,危害税收征管罪,税,,小学,河南省,500.0,,2019-01-31,500.0
（2016）辽0283民初6051号,合同纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,辽宁省庄河市,23260000.0,数额巨大,2019-01-17,500000.0
（2019）浙08刑更749号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,60000.0,,2019-01-29,60000.0
（2018）粤0307民初15571号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,302575.0,,2019-01-08,
（2017）渝0115民初6729号,财产损害赔偿纠纷,危害税收征管罪,税,,,住所地重庆市,87900.0,,2019-01-07,
（2018）川1425执405号,劳动争议,妨害对公司企业的管理秩序罪,股票,,,住所地四川省,13547.0,,2019-01-16,
（2019）粤13刑更70号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,广东省,12000.0,,2019-01-25,12000.0
（2017）辽0727民初582号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地辽宁省,12000000.0,,2019-01-21,
（2018）浙0212民初14495号,生命权、健康权、身体权纠纷,危害税收征管罪,税,,,浙江省,62532.0,,2019-01-10,
（2019）冀01民申18号,金融借款合同纠纷,妨害对公司企业的管理秩序罪|破坏金融管理秩序罪,欺诈|非法吸收公众存款,,,住所地鹿泉区,,严重,2019-01-28,
（2019）皖0124执168号之四,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,603199.0,,2019-01-28,
（2018）闽0102民初2968号,房屋买卖合同纠纷,危害税收征管罪,税,,,福建省,2000000.0,,2019-01-27,
（2018）粤0307执10819号,债权转让合同纠纷,妨害对公司企业的管理秩序罪,股票,,,广东省深圳市龙岗区,1750000.0,,2019-01-10,
（2018）晋0107执1438号,民事,妨害对公司企业的管理秩序罪,股票,,,太原市,24000.0,,2019-01-04,
（2019）赣0802执286号,商品房销售合同纠纷,危害税收征管罪,税,,,江西省,234068.0,,2019-01-30,
（2018）粤2072民初13636号,金融借款合同纠纷,破坏金融管理秩序罪,外汇,,,住所地广东省,170000000.0,严重,2019-01-23,
（2018）苏0591民初9143号,保证合同纠纷,破坏金融管理秩序罪,非法吸收公众存款,,,住所地苏州市,280500.0,,2019-01-30,300000.0
（2018）湘10民终1819号,买卖合同纠纷,危害税收征管罪,税,,,住所地湖南省,937620.0,严重,2019-01-15,
（2018）粤0307民初15682号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,600000.0,,2019-01-08,
（2019）浙08刑更684号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,10000.0,,2019-01-29,10000.0
（2019）浙08刑更431号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,280000.0,,2019-01-29,500000.0
（2019）浙08刑更823号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,,,2019-01-29,
（2018苏0106刑初949号,寻衅滋事,金融诈骗罪|侵犯财产罪,敲诈勒索|诈骗,,小学,文书内容南京市鼓楼区,660000.0,情节严重,2019-01-25,
（2019）粤13刑更69号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,广东省,10000.0,,2019-01-25,10000.0
（2018）粤0402民初1212号,金融借款合同纠纷,危害税收征管罪,税,69.0,中学,住所地珠海市,109469.0,严重,2019-01-18,
（2019）皖0124执66号之一,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,住所地武汉市,46046.0,,2019-01-10,
（2018）皖0202民初9465号,建设工程施工合同纠纷,危害税收征管罪,税,,,住所地安徽省,5100102.0,,2019-01-22,
（2018）川0104执3242号之四,责令退赔,破坏金融管理秩序罪,非法吸收公众存款,,,成都市,,,2019-01-02,
（2018）鲁0102民初5499号,合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地济南市,300000.0,,2019-01-10,
（2018）苏8602民初2086号,著作权权属、侵权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地浙江省,500000.0,严重,2019-01-28,
（2019）浙08刑更216号,集资诈骗,金融诈骗罪,诈骗,,初中,浙江省,200000.0,,2019-01-29,200000.0
（2018）粤0307民初15671号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,168306.0,,2019-01-08,
（2019）浙08刑更209号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,初中,浙江省,450000.0,,2019-01-29,450000.0
（2018）沪0105民初13605号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,237403.0,,2019-01-07,
（2018）粤0307执1335号,房屋买卖合同纠纷,危害税收征管罪,税,,,住址湖北省,1800000.0,,2019-01-07,
（2018）粤1972民初19314号,承揽合同纠纷,危害税收征管罪,税,,,广东省东莞市,1239413.0,,2019-01-10,
（2018）粤0307民初15689号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,170000.0,,2019-01-08,
（2018）粤0307民初15731号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,251940.0,,2019-01-08,
（2018）闽0583民初4753号,提供劳务者受害责任纠纷,侵犯知识产权罪,著作权,,,住所地福建省,457139.0,,2019-01-22,
（2017）京0105民初62546号,侵害作品信息网络传播权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地北京市,74500.0,,2019-01-02,
（2018）粤0307民初15589号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,7215100.0,,2019-01-08,
（2018）粤2072民初14303号,买卖合同纠纷,破坏金融管理秩序罪,外汇,,,住所地广东省,547613.0,,2019-01-14,
（2018）粤03执2107号之一,合同纠纷,妨害对公司企业的管理秩序罪,股票,,,广东省深圳市,11709787.0,,2019-01-10,
（2018）内02刑终235号,危险驾驶,破坏金融管理秩序罪|金融诈骗罪|危害税收征管罪|扰乱市场秩序罪,合同诈骗|外汇|税|虚开增值税|虚开增值税专用发票|诈骗|逃税,,大专,包头市,9085677.0,严重,2019-01-24,50000.0
（2018）粤0307民初15701号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,31339.0,,2019-01-08,
（2018）鲁0923民初4467号,金融借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地东平县,150000.0,,2019-01-30,
（2019）浙08刑更430号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,100000.0,,2019-01-29,100000.0
（2018）粤0307民初15724号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,489600.0,,2019-01-08,
（2018）川0181民初3012号,旅游合同纠纷,危害税收征管罪,税,,,四川省都江堰市,59000.0,,2019-01-08,
（2016）京0108民初11569号,房屋买卖合同纠纷,危害税收征管罪,税,,,北京市海淀区,12900000.0,,2019-01-28,
（2018）粤0307民初15741号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,310600.0,,2019-01-08,
（2018）苏0282民初13893号,民间借贷纠纷,危害税收征管罪,税,,,户籍地宜兴市,180000.0,,2019-01-15,
（2018）闽0802民初9277号,信用卡纠纷,危害税收征管罪,税,,,住所地龙岩市,63301.0,,2019-01-28,
（2019）豫0603执异15号,民间借贷纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,鹤壁市,60000.0,,2019-01-28,
（2019）皖0124执169号之一,其他案由,妨害对公司企业的管理秩序罪,债券|股票,,,安徽省,578100.0,,2019-01-21,
（2018）粤2072民初14024号,侵害商标权纠纷,妨害对公司企业的管理秩序罪,股票,,,住所地广东省,420596464.0,,2019-01-23,
（2018）粤0307民初15747号,房屋租赁合同纠纷,金融诈骗罪,诈骗,,,广东省,340000.0,,2019-01-08,
（2019）浙08刑更421号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,浙江省,30000.0,,2019-01-29,30000.0
